RoID,fclass,Name,bridge,tunnel,ClassZn2,Shape_Leng
133,residential,柳荫街,F,F,6,262.48
134,residential,八步口胡同,F,F,6,308.39
135,residential,国盛胡同,F,F,6,225.72
136,residential,前海南沿,F,F,6,398.33
137,residential,未命名,F,F,6,78.77
138,residential,丰盛胡同,F,F,6,343.51
139,residential,南新平胡同,F,F,6,304.19
140,residential,大六部口街,F,F,6,315.23
141,residential,后沟胡同,F,F,6,254.99
142,residential,东斜街,F,F,6,611.31
143,residential,罗家胡同,F,F,6,250.9
144,residential,太平仓胡同,F,F,6,333.4
145,residential,前毛家湾,F,F,6,357.39
146,residential,小红罗厂胡同,F,F,6,172.98
147,residential,火药局胡同,F,F,6,124.05
148,residential,北河胡同,F,F,6,374.88
149,residential,未命名,F,F,6,28.69
150,residential,亮果厂胡同,F,F,6,257.29
151,residential,未命名,F,F,6,312.03
152,residential,未命名,F,F,6,291.13
153,residential,未命名,F,F,6,355.92
154,residential,运河圆路,F,F,6,674.5
155,residential,未命名,F,F,6,1242.84
156,residential,荔景西路,F,F,6,581.35
157,residential,紫运北街,F,F,6,887.44
158,residential,桦秀路,F,F,6,702.67
159,residential,未命名,F,F,6,87.06
160,residential,未命名,F,F,6,31.84
161,residential,未命名,F,F,6,200.46
162,residential,未命名,F,F,6,808.89
163,residential,未命名,F,F,6,372.84
164,residential,东花市西街,F,F,6,309.3
165,residential,未命名,F,F,6,82.34
166,residential,未命名,F,F,6,102.29
167,residential,五四路,F,F,6,643.6
168,residential,未命名,F,F,6,105.85
169,residential,理教西路,F,F,6,327.53
170,residential,东南门内大街,F,F,6,249.54
171,residential,科学路,F,F,6,342.79
172,residential,未命名,F,F,6,286.88
173,residential,横二条,F,F,6,211
174,residential,堂子胡同,F,F,6,208.46
175,residential,未命名,F,F,6,140.97
176,residential,未命名,F,F,6,308.15
177,residential,什邡街,F,F,6,497.8
178,residential,什邡小街,F,F,6,373.81
179,residential,宏庙胡同,F,F,6,413.02
180,residential,二龙路,F,F,6,288.16
181,residential,太平桥大街,F,F,6,478.26
182,residential,未命名,F,F,6,156.8
183,residential,北新平胡同,F,F,6,446.98
184,residential,未命名,F,F,6,139.05
185,residential,未命名,F,F,6,85.95
186,residential,未命名,F,F,6,182.23
187,residential,未命名,F,F,6,357.03
188,residential,二龙路,F,F,6,322.63
189,residential,中滩村北三街,F,F,6,2048.48
190,residential,未命名,F,F,6,647.67
191,residential,未命名,F,F,6,2541.07
192,residential,仰山路,F,F,6,739.64
193,residential,拂林路,F,F,6,659.9
194,residential,未命名,F,F,6,2018.13
195,residential,后海西沿,F,F,6,200.96
196,residential,西海北沿,F,F,6,380.73
197,residential,四环胡同,F,F,6,577.43
198,residential,爱民二巷,F,F,6,87.54
199,residential,爱民三巷,F,F,6,97.11
200,residential,未命名,F,F,6,268.44
201,residential,翠花街,F,F,6,210.32
202,residential,未命名,F,F,6,547.35
203,residential,金蝉北路,F,F,6,292.71
204,residential,未命名,F,F,6,518.33
205,residential,金蝉北路,F,F,6,882.84
206,residential,未命名,F,F,6,159.93
207,residential,未命名,F,F,6,1191.87
208,residential,未命名,F,F,6,190.66
209,residential,华威西里,F,F,6,306.74
210,residential,未命名,F,F,6,135.13
211,residential,秀水东街,F,F,6,169.48
212,residential,琉璃厂街,F,F,6,409.92
213,residential,文章胡同,F,F,6,319.3
214,residential,未命名,F,F,6,283.58
215,residential,烂缦胡同,F,F,6,271.47
216,residential,蔡家楼胡同,F,F,6,143.7
217,residential,三庙街,F,F,6,274.04
218,residential,前半壁街,F,F,6,453.51
219,residential,后半壁街,F,F,6,466.29
220,residential,大后仓胡同,F,F,6,284.77
221,residential,柳巷,F,F,6,363.87
222,residential,金果胡同,F,F,6,336.07
223,residential,未命名,F,F,6,454.87
224,residential,未命名,F,F,6,665.85
225,residential,未命名,F,F,6,490.39
226,residential,翠微路,F,F,6,1130.18
227,residential,屏翠西路,F,F,6,401.97
228,residential,未命名,F,F,6,291.5
229,residential,未命名,F,F,6,1027.87
230,residential,爱民街,F,F,6,616.61
231,residential,东花市北街,F,F,6,953.98
232,residential,大草厂胡同,F,F,6,158.36
233,residential,东冠英胡同,F,F,6,370.66
234,residential,大乘巷,F,F,6,353.17
235,residential,未命名,F,F,6,232.4
236,residential,西海西沿,F,F,6,782.68
237,residential,爱民一巷,F,F,6,172.58
238,residential,前海东沿,F,F,6,316.44
239,residential,后纱络胡同,F,F,6,165.62
240,residential,东花市中街,F,F,6,354.3
241,residential,未命名,F,F,6,425.2
242,residential,未命名,F,F,6,66.85
243,residential,未命名,F,F,6,121.7
244,residential,未命名,F,F,6,178.03
245,residential,未命名,F,F,6,1391.34
246,residential,风云庄路,F,F,6,552
247,residential,黄西路,F,F,6,779.22
248,residential,黄西路,F,F,6,737.04
249,residential,未命名,F,F,6,366.15
250,residential,仓南胡同,F,F,6,450.76
251,residential,未命名,F,F,6,188.75
252,residential,南门仓胡同,F,F,6,521.88
253,residential,仓南胡同,F,F,6,234.48
254,residential,未命名,F,F,6,251.38
255,residential,未命名,F,F,6,187.95
256,residential,未命名,F,F,6,186.92
257,residential,未命名,F,F,6,479.45
258,residential,未命名,F,F,6,535.55
259,residential,未命名,F,F,6,132.03
260,residential,未命名,F,T,6,26.28
261,residential,未命名,F,F,6,164.67
262,residential,未命名,F,F,6,699.08
263,residential,未命名,F,F,6,255.38
264,residential,南皋路,F,F,6,906.39
265,residential,未命名,F,F,6,987.42
266,residential,未命名,F,F,6,79.06
267,residential,未命名,F,F,6,271.8
268,residential,未命名,F,F,6,10.5
269,residential,未命名,F,F,6,134.8
270,residential,未命名,F,F,6,299.55
271,residential,贡院东街,F,F,6,272.58
272,residential,未命名,T,F,6,22.09
273,residential,未命名,F,F,6,539.58
274,residential,未命名,F,F,6,422.22
275,residential,未命名,F,F,6,253.12
276,residential,未命名,F,F,6,578.81
277,residential,未命名,F,F,6,275.2
278,residential,未命名,F,F,6,416.2
279,residential,未命名,T,F,6,21.93
280,residential,未命名,F,F,6,495
281,residential,未命名,F,F,6,193.84
282,residential,未命名,T,F,6,19.32
283,residential,未命名,F,F,6,230.82
284,residential,未命名,F,F,6,947.3
285,residential,未命名,F,F,6,840.26
286,residential,未命名,F,F,6,531.92
287,residential,未命名,F,F,6,837
288,residential,百子湾南一路,F,F,6,2131.52
289,residential,未命名,F,F,6,1176.85
290,residential,未命名,F,F,6,342.67
291,residential,未命名,F,F,6,350.51
292,residential,未命名,F,F,6,680.89
293,residential,未命名,F,F,6,382.78
294,residential,未命名,T,F,6,28.76
295,residential,未命名,F,F,6,216.28
296,residential,未命名,F,F,6,788.12
297,residential,未命名,F,F,6,571.61
298,residential,未命名,F,F,6,265.95
299,residential,未命名,F,F,6,196.99
300,residential,未命名,F,F,6,149.16
301,residential,未命名,T,F,6,66.87
302,residential,未命名,F,F,6,490.4
303,residential,清河东路,F,F,6,589.71
304,residential,安翔路,F,F,6,689.15
305,residential,科学园南里中街,F,F,6,789.5
306,residential,未命名,F,F,6,396.98
307,residential,未命名,F,F,6,669.72
308,residential,科学园南里西街,F,F,6,555.34
309,residential,科学园南里东街,F,F,6,558.53
310,residential,卧龙东路,F,F,6,427.26
311,residential,未命名,F,F,6,747
312,residential,安慧北街,F,F,6,772.02
313,residential,樱花园南街,F,F,6,592.36
314,residential,樱花小街,F,F,6,369.34
315,residential,黄寺大街,F,F,6,1042.85
316,residential,兴化路,F,F,6,315.73
317,residential,未命名,F,F,6,532.59
318,residential,马甸东路,F,F,6,1021.12
319,residential,未命名,F,F,6,10.38
320,residential,小关西后街,F,F,6,625.6
321,residential,北林银杏大道,F,F,6,646.3
322,residential,清河北滨河路,F,F,6,617.7
323,residential,北杨庄路,F,F,6,230.31
324,residential,未命名,F,F,6,672.69
325,residential,枫竹苑南路,F,F,6,699.01
326,residential,开阳里一街,F,F,6,587.71
327,residential,开阳里二街,F,F,6,590.1
328,residential,开阳里三街,F,F,6,809.99
329,residential,开阳里西巷,F,F,6,552.88
330,residential,开阳里东巷,F,F,6,590.64
331,residential,右外斜街,F,F,6,226.9
332,residential,金鱼池中街,F,F,6,304.77
333,residential,建国里二巷,F,F,6,544.05
334,residential,未命名,F,F,6,504.6
335,residential,厂洼中路,F,F,6,702.32
336,residential,厂洼西街,F,F,6,602.72
337,residential,万柳西路,F,F,6,558.33
338,residential,小南庄路,F,F,6,526.54
339,residential,泉宗北路,F,F,6,392.73
340,residential,万柳华府南街,F,F,6,516.59
341,residential,知泉路,F,F,6,498.86
342,residential,未命名,F,F,6,209.57
343,residential,未命名,F,F,6,194.13
344,residential,魏公街,F,F,6,552.65
345,residential,远大南路,F,F,6,1471.03
346,residential,远大中路,F,F,6,810.89
347,residential,远大西路,F,F,6,293.44
348,residential,蓝靛厂东路,F,F,6,541.09
349,residential,火器营路,F,F,6,902.94
350,residential,蓝晴路,F,F,6,751.58
351,residential,民族大学南路,F,F,6,838.63
352,residential,未命名,F,F,6,273.89
353,residential,农科大道,F,F,6,624.22
354,residential,农科五路,F,F,6,617.78
355,residential,皂君庙东路,F,F,6,726.01
356,residential,民族大学西路,F,F,6,1239.85
357,residential,篱笆房路,F,F,6,613.41
358,residential,未命名,F,F,6,709.04
359,residential,未命名,T,F,6,37.05
360,residential,未命名,F,F,6,459.73
361,residential,未命名,F,F,6,350.48
362,residential,厂洼东一街,F,F,6,247.3
363,residential,篱笆房路,F,F,6,284.05
364,residential,大慧寺北路,F,F,6,585.48
365,residential,大慧寺西一街,F,F,6,324.83
366,residential,四道口北街,F,F,6,486.11
367,residential,明光路,F,F,6,1082.68
368,residential,明光东路,F,F,6,404.07
369,residential,北青云路,F,F,6,724.98
370,residential,未命名,F,F,6,426.51
371,residential,未命名,F,F,6,340.17
372,residential,未命名,F,F,6,338.67
373,residential,未命名,F,F,6,255.19
374,residential,未命名,F,F,6,323.49
375,residential,双榆树北里五条,F,F,6,143.68
376,residential,双榆树三街,F,F,6,409.8
377,residential,双榆树二街,F,F,6,451.08
378,residential,未命名,F,F,6,259.19
379,residential,未命名,F,F,6,616.63
380,residential,未命名,F,F,6,251.28
381,residential,未命名,F,F,6,338.49
382,residential,六铺炕北街,F,F,6,528.69
383,residential,六铺炕二巷,F,F,6,591.44
384,residential,六铺炕一巷,F,F,6,484.92
385,residential,六铺炕南街,F,F,6,237.65
386,residential,未命名,F,F,6,628.02
387,residential,未命名,F,F,6,456.19
388,residential,未命名,F,F,6,944.37
389,residential,未命名,F,F,6,388.27
390,residential,未命名,F,F,6,248.46
391,residential,五路通街,F,F,6,338.51
392,residential,弘慈巷,F,F,6,188.78
393,residential,塔院胡同,F,F,6,336.57
394,residential,未命名,F,F,6,230.36
395,residential,新康街,F,F,6,130.2
396,residential,弓箭胡同,F,F,6,145.51
397,residential,未命名,T,F,6,28.25
398,residential,德胜门西滨河路,F,F,6,159.86
399,residential,联慧路,F,F,6,742.97
400,residential,马甸西路,F,F,6,342.79
401,residential,健安西路,F,F,6,762.28
402,residential,健安西街,F,F,6,384.74
403,residential,祁家豁子街,F,F,6,589.82
404,residential,健安东路,F,F,6,616.9
405,residential,顺四条,F,F,6,294.21
406,residential,顺六条,F,F,6,852.28
407,residential,顺五条,F,F,6,599.86
408,residential,顺三条,F,F,6,542.87
409,residential,横七条,F,F,6,629.05
410,residential,严正街,F,F,6,383.72
411,residential,真武庙路三条,F,F,6,593.2
412,residential,真武庙路二条,F,F,6,547.95
413,residential,真武庙路,F,F,6,454.35
414,residential,真武庙南三巷,F,F,6,417.12
415,residential,木樨地南滨河路,F,F,6,923.35
416,residential,甘雨桥,T,F,6,64.11
417,residential,广安门北滨河路,F,F,6,292.65
418,residential,悦秀路,F,F,6,1329.51
419,residential,四拨子北路,F,F,6,961.77
420,residential,育新花园西路,F,F,6,854.3
421,residential,宏福西路,F,F,6,1580.54
422,residential,西三旗北路,F,F,6,740.9
423,residential,未命名,F,F,6,353.38
424,residential,未命名,F,F,6,823.76
425,residential,未命名,F,F,6,375.59
426,residential,未命名,F,F,6,1425.61
427,residential,太海路,F,F,6,2594.54
428,residential,中滩村北三街,F,F,6,583.66
429,residential,未命名,F,F,6,312.02
430,residential,新都路,F,F,6,490.82
431,residential,未命名,F,F,6,271.95
432,residential,南线里,F,F,6,292.38
433,residential,白广路二条,F,F,6,472.02
434,residential,通河北巷,F,F,6,207.46
435,residential,北总布胡同,F,F,6,389.51
436,residential,未命名,F,F,6,80.46
437,residential,未命名,F,F,6,681.97
438,residential,未命名,F,F,6,976.66
439,residential,未命名,F,F,6,321.46
440,residential,樱桃三条,F,F,6,393.4
441,residential,玉林里,F,F,6,384.18
442,residential,核桃园西街,F,F,6,241.97
443,residential,白云观街,F,F,6,196.35
444,residential,未命名,F,F,6,163.3
445,residential,未命名,F,F,6,370.2
446,residential,未命名,F,F,6,606.83
447,residential,未命名,F,F,6,511.16
448,residential,恩济东街,F,F,6,463.42
449,residential,恩济西街,F,F,6,500.66
450,residential,未命名,F,F,6,453.92
451,residential,未命名,F,F,6,431.22
452,residential,未命名,F,F,6,400.86
453,residential,未命名,F,F,6,124.24
454,residential,未命名,F,F,6,206.06
455,residential,玉泉西街,F,F,6,1082.22
456,residential,永引渠北路,F,F,6,2924.18
457,residential,红莲路,F,F,6,1336.2
458,residential,红居街,F,F,6,373.76
459,residential,吉市口八条,F,F,6,259.6
460,residential,兴化路,F,F,6,122.89
461,residential,兴化路,F,F,6,212.48
462,residential,未命名,F,F,6,593.42
463,residential,未命名,F,F,6,860.21
464,residential,青年湖北街,F,F,6,549.53
465,residential,安贞西里中街,F,F,6,649.37
466,residential,安贞西里环路,F,F,6,868.7
467,residential,未命名,F,F,6,581.68
468,residential,银闸胡同,F,F,6,417.09
469,residential,骑河楼北巷,F,F,6,274.6
470,residential,骑河楼街,F,F,6,314.52
471,residential,骑河楼南巷,F,F,6,599.67
472,residential,晨光街,F,F,6,275.17
473,residential,体育馆西路,F,F,6,265.35
474,residential,核桃园东街,F,F,6,642.38
475,residential,西便门东街,F,F,6,304.4
476,residential,太仆寺街,F,F,6,452.32
477,residential,教育街,F,F,6,191.34
478,residential,未命名,F,F,6,108.36
479,residential,台基厂三条,F,F,6,191.51
480,residential,兴华路,F,F,6,167.93
481,residential,船板胡同,F,F,6,349.02
482,residential,大华路,F,F,6,421.54
483,residential,西经路,F,F,6,316.53
484,residential,未命名,F,F,6,593.87
485,residential,未命名,F,F,6,438.57
486,residential,禄长街,F,F,6,302.84
487,residential,盆儿胡同,F,F,6,362.88
488,residential,未命名,F,F,6,281.78
489,residential,里仁街,F,F,6,856.78
490,residential,未命名,F,F,6,923.68
491,residential,未命名,F,F,6,888.72
492,residential,东直门北中街,F,F,6,407.95
493,residential,东扬威街,F,F,6,386.26
494,residential,东羊管胡同,F,F,6,274.75
495,residential,海运仓胡同,F,F,6,684.39
496,residential,南弓匠营胡同,F,F,6,423.44
497,residential,秀水街,F,F,6,328.71
498,residential,三里屯东二街,F,F,6,520.15
499,residential,未命名,F,F,6,380.85
500,residential,三里屯东街,F,F,6,276.8
501,residential,团结湖南路,F,F,6,516
502,residential,日坛东一街,F,F,6,242.19
503,residential,日坛东二街,F,F,6,235.89
504,residential,秀水东街,F,F,6,366.09
505,residential,延静里西街,F,F,6,704.3
506,residential,延静里中街,F,F,6,180.73
507,residential,西燕东街,F,F,6,943.52
508,residential,未命名,F,F,6,105.24
509,residential,未命名,F,F,6,473.46
510,residential,未命名,F,F,6,138.95
511,residential,未命名,T,F,6,28.7
512,residential,孛罗营东路,F,F,6,713.99
513,residential,孛安二街,F,F,6,804.54
514,residential,未命名,F,F,6,925.55
515,residential,未命名,F,F,6,219.59
516,residential,大方胡同,F,F,6,139.69
517,residential,东营房胡同,F,F,6,289.15
518,residential,八里庄路,F,F,6,1161.13
519,residential,未命名,T,F,6,13.26
520,residential,金沟河东路,F,F,6,691.64
521,residential,百强大道,F,F,6,103.26
522,residential,玉隆路,F,F,6,464.02
523,residential,锦丰路,F,F,6,300.69
524,residential,恒富中街,F,F,6,558.54
525,residential,芳菲路,F,F,6,419.03
526,residential,造甲街,F,F,6,311.18
527,residential,富丰园东路,F,F,6,466.44
528,residential,富丰园西路,F,F,6,429.95
529,residential,未命名,F,F,6,253.84
530,residential,未命名,F,F,6,282.04
531,residential,未命名,F,F,6,234.24
532,residential,博欣路,F,F,6,277.68
533,residential,泥洼路,F,F,6,937.59
534,residential,未命名,F,F,6,949.05
535,residential,未命名,F,F,6,248.75
536,residential,未命名,F,F,6,624.59
537,residential,未命名,F,F,6,316.95
538,residential,未命名,F,F,6,721.22
539,residential,未命名,F,F,6,270.09
540,residential,太平桥路,F,F,6,382.49
541,residential,万泉寺街,F,F,6,768.4
542,residential,未命名,F,F,6,429.63
543,residential,端礼门路,F,F,6,319.72
544,residential,西局东街,F,F,6,519.73
545,residential,未命名,F,F,6,49.41
546,residential,未命名,F,F,6,756.35
547,residential,未命名,F,F,6,928.04
548,residential,高标南路,F,F,6,992.87
549,residential,未命名,F,F,6,475.2
550,residential,未命名,F,F,6,71.96
551,residential,未命名,F,F,6,106.29
552,residential,未命名,F,F,6,101.35
553,residential,未命名,F,F,6,727.3
554,residential,未命名,F,F,6,234.79
555,residential,未命名,F,F,6,123.27
556,residential,未命名,F,F,6,436.01
557,residential,未命名,F,F,6,311.11
558,residential,未命名,F,F,6,239.15
559,residential,未命名,F,F,6,164.69
560,residential,未命名,F,F,6,120.8
561,residential,未命名,F,F,6,315.1
562,residential,京师路,F,F,6,773.54
563,residential,乐育路,F,F,6,364.21
564,residential,未命名,F,F,6,345.66
565,residential,未命名,F,F,6,401.96
566,residential,未命名,F,F,6,235.13
567,residential,未命名,F,F,6,453.89
568,residential,未命名,F,F,6,88.82
569,residential,未命名,F,F,6,267.74
570,residential,农科院西路,F,F,6,193.29
571,residential,未命名,F,F,6,505.28
572,residential,四季青路,F,F,6,536.53
573,residential,未命名,F,F,6,352.95
574,residential,西冉中街,F,F,6,751.91
575,residential,德顺南路,F,F,6,854
576,residential,未命名,F,F,6,1010.84
577,residential,未命名,F,F,6,197.04
578,residential,未命名,F,F,6,246.45
579,residential,未命名,F,F,6,143.9
580,residential,未命名,F,F,6,21.13
581,residential,未命名,T,F,6,37.61
582,residential,未命名,F,F,6,160.58
583,residential,未命名,F,F,6,137.92
584,residential,未命名,F,F,6,267.79
585,residential,未命名,F,F,6,76.05
586,residential,未命名,F,F,6,386.45
587,residential,未命名,F,F,6,935.19
588,residential,未命名,F,F,6,172.87
589,residential,未命名,F,F,6,253.66
590,residential,未命名,F,F,6,324
591,residential,未命名,F,F,6,362.23
592,residential,未命名,F,F,6,456.97
593,residential,未命名,F,F,6,528.48
594,residential,未命名,F,F,6,205.34
595,residential,未命名,F,F,6,212.89
596,residential,未命名,F,F,6,252.25
597,residential,未命名,F,F,6,210.49
598,residential,未命名,F,F,6,322.63
599,residential,未命名,F,F,6,226.62
600,residential,未命名,F,F,6,124.79
601,residential,未命名,F,F,6,103.67
602,residential,未命名,F,F,6,348.78
603,residential,未命名,F,F,6,165.93
604,residential,未命名,F,F,6,343.26
605,residential,未命名,F,F,6,279.14
606,residential,未命名,F,F,6,205
607,residential,未命名,F,F,6,323.74
608,residential,未命名,F,F,6,275.43
609,residential,未命名,F,F,6,213.27
610,residential,未命名,F,F,6,345.39
611,residential,未命名,F,F,6,311.5
612,residential,未命名,F,F,6,225.75
613,residential,中园路,F,F,6,672.64
614,residential,未命名,F,F,6,172.96
615,residential,未命名,F,F,6,31.76
616,residential,未命名,F,F,6,335.32
617,residential,未命名,F,F,6,255.98
618,residential,未命名,F,F,6,206.12
619,residential,未命名,F,F,6,179.87
620,residential,未命名,F,F,6,276.92
621,residential,未命名,F,F,6,155.28
622,residential,未命名,F,F,6,173.81
623,residential,未命名,F,F,6,894.93
624,residential,西草场街,F,F,6,433.19
625,residential,雅秀东路,F,F,6,259.53
626,residential,洪福中路,F,F,6,665.94
627,residential,未命名,F,F,6,910.54
628,residential,开发街,F,F,6,519.21
629,residential,花园三街,F,F,6,818.41
630,residential,未命名,F,F,6,298.87
631,residential,未命名,F,F,6,558
632,residential,未命名,F,F,6,693.22
633,residential,未命名,F,F,6,1458.8
634,residential,朝清路,F,F,6,613.21
635,residential,未命名,F,F,6,471.11
636,residential,天秀北路,F,F,6,1085.56
637,residential,龙背村路,F,F,6,488.13
638,residential,未命名,F,F,6,1043.73
639,residential,芦星西街,F,F,6,1363.3
640,residential,双芦巷,F,F,6,732.63
641,residential,未命名,F,F,6,12.63
642,residential,未命名,F,F,6,592.71
643,residential,未命名,F,F,6,471.32
644,residential,玉林东路,F,F,6,659.27
645,residential,京开西路,F,F,6,1085.19
646,residential,未命名,F,F,6,1296.73
647,residential,未命名,F,F,6,397.42
648,residential,未命名,F,F,6,618.91
649,residential,出口,F,F,6,55.38
650,residential,建安里胡同,F,F,6,172.81
651,residential,未命名,F,F,6,876.78
652,residential,司辛庄路,F,F,6,448.55
653,residential,未命名,F,F,6,431.46
654,residential,未命名,F,F,6,457.79
655,residential,未命名,F,F,6,619.44
656,residential,乔庄北街,F,F,6,1525.84
657,residential,未命名,F,F,6,11.97
658,residential,未命名,F,F,6,339.74
659,residential,艺苑东街,F,F,6,562.87
660,residential,乔装商业街,F,F,6,707.24
661,residential,未命名,F,F,6,449.33
662,residential,未命名,F,F,6,637.6
663,residential,未命名,F,F,6,139.4
664,residential,未命名,F,F,6,1094.4
665,residential,未命名,F,F,6,429.44
666,residential,未命名,F,F,6,1341.89
667,residential,未命名,F,F,6,558.71
668,residential,定福庄东街,F,F,6,732.11
669,residential,兴隆街,F,F,6,332.38
670,residential,兴隆西街,F,F,6,871.94
671,residential,未命名,F,F,6,357.9
672,residential,未命名,F,F,6,280.36
673,residential,未命名,F,F,6,944.28
674,residential,未命名,T,F,6,16.65
675,residential,未命名,F,F,6,154.3
676,residential,未命名,F,F,6,159.86
677,residential,未命名,F,F,6,1032.99
678,residential,未命名,F,F,6,105.98
679,residential,行宫西街,F,F,6,673.53
680,residential,未命名,F,F,6,297.84
681,residential,未命名,F,F,6,374.89
682,residential,未命名,F,F,6,483.98
683,residential,未命名,F,F,6,598.49
684,residential,未命名,F,F,6,99.96
685,residential,未命名,F,F,6,478.95
